full_name,class,a,e,i,q,H,neo,pha,diameter,albedo,diameter_sigma,orbit_id,n,per,moid
       (1992 JD),APO,1.036,0.0312,13.57,1.004,25,Y,N,,,,JPL 13,0.9347,385,0.0178
       (1992 SZ),AMO,2.178,0.4578,9.29,1.181,19.95,Y,N,,,,JPL 24,0.3066,1170,0.203
       (1992 YD3),APO,1.153,0.1283,27.68,1.005,26.4,Y,N,,,,JPL 13,0.7965,452,0.0236
       (1993 BD3),AMO,1.636,0.3754,0.89,1.022,26.2,Y,N,,,,JPL 13,0.4711,764,0.0375
       (1993 BU3),AMO,2.413,0.5088,5.28,1.185,21.17,Y,N,,,,JPL 14,0.2629,1370,0.21
       (1993 DA),ATE,0.9359,0.0931,12.39,0.849,26.4,Y,N,,,,JPL 13,1.089,331,0.0354
       (1993 FA1),APO,1.426,0.289,20.46,1.014,25.9,Y,N,,,,JPL 13,0.5785,622,0.0253
       (1993 HC),APO,1.99,0.5076,9.43,0.98,20.77,Y,N,,,,JPL 21,0.351,1030,0.0707
       (1993 HP1),APO,2.001,0.5139,8.02,0.973,27.1,Y,N,,,,JPL 13,0.3482,1030,0.00485
       (1993 KA),APO,1.255,0.1976,6.05,1.007,26,Y,N,,,,JPL 11,0.7008,514,0.00553
       (1993 KA2),APO,2.224,0.7744,3.18,0.502,29,Y,N,,,,JPL 13,0.2972,1210,0.000246
       (1993 TZ),APO,2.017,0.5659,4.15,0.876,26,Y,N,,,,JPL 15,0.344,1050,0.00459
       (1993 UA),APO,2.019,0.5252,4.61,0.959,25.4,Y,N,,,,JPL 13,0.3435,1050,0.00312
       (1993 UD),AMO,1.32,0.1947,22.79,1.063,20.38,Y,N,,,,JPL 29,0.65,554,0.184
       (1994 BB),AMO,2.022,0.4258,1.14,1.161,23.5,Y,N,,,,JPL 20,0.3428,1050,0.179
       (1994 CJ1),APO,1.491,0.3255,2.31,1.005,21.54,Y,Y,,,,JPL 59,0.5416,665,0.0322
       (1994 EK),APO,2.151,0.6386,6.04,0.777,20.3,Y,Y,,,,JPL 25,0.3124,1150,0.0313
       (1994 EU),APO,1.374,0.2763,6.44,0.994,25.9,Y,N,,,,JPL 13,0.6121,588,0.03
       (1994 ES1),APO,1.381,0.5844,1.15,0.574,28.5,Y,N,,,,JPL 13,0.6072,593,0.000526
       (1994 FA),APO,1.737,0.4185,12.95,1.01,25.2,Y,N,,,,JPL 13,0.4305,836,0.0431
       (1994 GK),APO,1.953,0.6045,5.66,0.772,24.2,Y,N,,,,JPL 13,0.3612,997,0.00301
       (1994 GL),ATE,0.6834,0.504,3.68,0.339,25.5,Y,N,,,,JPL 22,1.745,206,0.0132
       (1994 GV),APO,1.861,0.4889,0.37,0.951,27.4,Y,N,,,,JPL 13,0.3883,927,0.000405
       (1994 NE),APO,2.047,0.6064,27.59,0.806,19.83,Y,Y,,,,JPL 22,0.3366,1070,0.016
       (1994 NK),AMO,2.355,0.5373,5.69,1.09,20.08,Y,N,,,,JPL 68,0.2727,1320,0.106
       (1994 RB),APO,2.475,0.6374,26.58,0.897,23.4,Y,N,,,,JPL 13,0.2532,1420,0.0389
       (1994 TA2),AMO,2.632,0.5256,7.02,1.249,20.3,Y,N,,,,JPL 14,0.2308,1560,0.264
       (1994 TE2),AMO,2.247,0.4416,5.68,1.255,22.7,Y,N,,,,JPL 13,0.2926,1230,0.258
       (1994 US),AMO,2.736,0.5699,8.49,1.177,21,Y,N,,,,JPL 13,0.2178,1650,0.215
       (1994 VH8),APO,1.645,0.4473,3.4,0.909,27.7,Y,N,,,,JPL 12,0.4671,771,0.00283
       (1994 WR12),ATE,0.7568,0.3975,6.85,0.456,22.4,Y,N,,,,JPL 49,1.497,240,0.00159
       (1994 XG),APO,1.58,0.4984,11.46,0.793,18.68,Y,N,,,,JPL 25,0.4963,725,0.0658
       (1994 XM1),APO,2.004,0.5527,5.62,0.896,28.2,Y,N,,,,JPL 10,0.3474,1040,0.000621
       (1995 BK2),AMO,2.44,0.5499,24.72,1.098,22.6,Y,N,,,,JPL 13,0.2586,1390,0.119
       (1995 CR),ATE,0.9069,0.8683,4.07,0.119,21.76,Y,Y,,,,JPL 43,1.141,315,0.0126
       (1995 CS),APO,1.923,0.7724,2.59,0.438,25.5,Y,N,,,,JPL 13,0.3697,974,0.00138
       (1995 DV1),APO,2.774,0.6519,3.5,0.966,23,Y,N,,,,JPL 13,0.2133,1690,0.0499
       (1995 FF),APO,2.317,0.7105,0.56,0.671,26.5,Y,N,,,,JPL 13,0.2795,1290,0.0015
       (1995 FG),AMO,1.85,0.3727,1.96,1.161,23,Y,N,,,,JPL 13,0.3916,919,0.156
       (1995 FO),APO,1.489,0.3645,11.24,0.946,20.78,Y,N,,,,JPL 71,0.5427,663,0.134
       (1995 FX),AMO,2.262,0.5404,21.44,1.04,20.1,Y,N,,,,JPL 17,0.2897,1240,0.0784
       (1995 HM),AMO,1.46,0.2198,3.99,1.139,23,Y,N,,,,JPL 13,0.5588,644,0.131
       (1995 LA),APO,2.127,0.5226,8.72,1.015,24,Y,N,,,,JPL 13,0.3178,1130,0.0165
       (1995 NA),AMO,1.683,0.3895,12.77,1.027,23.2,Y,N,,,,JPL 14,0.4514,797,0.0508
       (1995 SB),AMO,1.319,0.0851,14.83,1.207,22.3,Y,N,,,,JPL 19,0.6504,554,0.282
       (1995 SC1),AMO,2.119,0.4753,6.83,1.112,22.7,Y,N,,,,JPL 17,0.3196,1130,0.109
       (1995 SD1),AMO,2.767,0.5771,9.47,1.17,20.74,Y,N,,,,JPL 14,0.2142,1680,0.17
       (1995 SA4),AMO,2.5,0.5778,2.82,1.056,22.3,Y,N,,,,JPL 9,0.2493,1440,0.0531
       (1995 UB),APO,1.4,0.4124,8.98,0.823,27.3,Y,N,,,,JPL 13,0.595,605,0.00274
       (1995 UC2),AMO,1.774,0.3405,28.88,1.17,20.89,Y,N,,,,JPL 14,0.417,863,0.42
       (1996 AP1),APO,1.918,0.4959,5.47,0.967,24.7,Y,N,,,,JPL 13,0.3712,970,0.0232
       (1996 AE2),APO,1.367,0.2567,37.37,1.016,20.23,Y,N,,,,JPL 59,0.6164,584,0.122
       (1996 BT),APO,1.202,0.8321,11.99,0.202,22.79,Y,N,,,,JPL 13,0.7478,481,0.0327
       (1996 BA1),AMO,1.985,0.3716,6.65,1.247,20.43,Y,N,,,,JPL 36,0.3524,1020,0.262
       (1996 BG1),ATE,0.8967,0.2802,3.83,0.645,23.72,Y,N,,,,JPL 19,1.161,310,0.0272
       (1996 FT1),APO,1.455,0.3988,2.7,0.875,24.4,Y,N,,,,JPL 14,0.5614,641,0.0248
       (1996 FQ3),AMO,2.033,0.47,1.07,1.077,21.05,Y,N,,,,JPL 19,0.3401,1060,0.0719
       (1996 HN),AMO,2.204,0.4122,8.6,1.296,21.5,Y,N,,,,JPL 13,0.3012,1200,0.297
       (1996 JA1),APO,2.569,0.7002,21.6,0.77,21,Y,Y,,,,JPL 30,0.2394,1500,0.0188
       (1996 KE),AMO,2.567,0.5357,24.26,1.192,19.2,Y,N,,,,JPL 13,0.2396,1500,0.196
       (1996 MQ),AMO,2.406,0.5732,3.5,1.027,24.5,Y,N,,,,JPL 10,0.264,1360,0.0253
       (1996 TC1),APO,1.859,0.7186,14.5,0.523,23.9,Y,N,,,,JPL 13,0.3887,926,0.0123
       (1996 TP6),APO,2.635,0.6379,9.27,0.954,20,Y,N,,,,JPL 28,0.2304,1560,0.0958
       (1996 TD9),APO,1.334,0.4042,5.03,0.795,23.7,Y,N,,,,JPL 15,0.6398,563,0.023
       (1996 VB3),APO,1.631,0.5468,2.79,0.739,22.11,Y,N,,,,JPL 48,0.4732,761,0.0225
       (1996 VZ4),AMO,1.607,0.3624,24.28,1.024,24.2,Y,N,,,,JPL 14,0.484,744,0.0437
       (1996 XZ12),ATE,0.9764,0.4927,5.56,0.495,25.4,Y,N,,,,JPL 13,1.022,352,0.00595
       (1996 XX14),APO,2.55,0.6494,10.56,0.894,19.33,Y,N,,,,JPL 16,0.242,1490,0.0971
       (1997 AC11),ATE,0.9132,0.368,31.7,0.577,20.68,Y,N,,,,JPL 29,1.129,319,0.104
       (1997 CD17),APO,1.122,0.1414,15.1,0.964,27.5,Y,N,,,,JPL 13,0.8288,434,0.00898
       (1997 EN23),AMO,3.24,0.6355,6.95,1.181,22.8,Y,N,,,,JPL 13,0.169,2130,0.187
       (1997 GK3),APO,1.424,0.2899,18.37,1.011,22.67,Y,N,,,,JPL 17,0.5799,621,0.0918
       (1997 GD32),APO,2.103,0.5991,5.26,0.843,21.5,Y,Y,,,,JPL 16,0.3231,1110,0.0139
       (1997 MS),APO,1.934,0.7282,54.91,0.526,19.36,Y,N,,,,JPL 16,0.3666,982,0.175
       (1997 PN),AMO,2.226,0.4206,26.45,1.29,19.82,Y,N,,,,JPL 17,0.2968,1210,0.28
       (1997 QK1),APO,2.783,0.6465,2.89,0.984,20.08,Y,Y,,,,JPL 20,0.2123,1700,0.0168
       (1997 RT),AMO,2.248,0.5233,6.16,1.071,19.96,Y,N,,,,JPL 20,0.2925,1230,0.0612
       (1997 TZ16),APO,2.008,0.5954,3.8,0.813,24.5,Y,N,,,,JPL 13,0.3463,1040,0.00806
       (1997 TC25),APO,2.593,0.6237,0.25,0.976,24.6,Y,N,,,,JPL 14,0.236,1530,0.00125
       (1997 TT25),AMO,2.123,0.4181,7.61,1.236,19.36,Y,N,,,,JPL 14,0.3186,1130,0.248
       (1997 UR),APO,1.459,0.3121,2.26,1.004,23.2,Y,N,,,,JPL 23,0.5593,644,0.0176
       (1997 UZ10),AMO,2.82,0.6116,12.68,1.095,23,Y,N,,,,JPL 14,0.2082,1730,0.102
       (1997 UA11),APO,2.364,0.6186,3.29,0.902,25.2,Y,N,,,,JPL 14,0.2711,1330,0.00105
       (1997 VG),AMO,1.749,0.4014,30.93,1.047,22.2,Y,N,,,,JPL 14,0.4261,845,0.0818
       (1997 VN4),AMO,2.443,0.5525,7.52,1.093,23.3,Y,N,,,,JPL 15,0.2581,1390,0.103
       (1997 VG6),APO,1.602,0.5615,18.43,0.702,19.6,Y,Y,,,,JPL 13,0.4861,741,0.0479
       (1997 WQ23),APO,1.737,0.4947,2.45,0.878,20.8,Y,Y,,,,JPL 42,0.4304,837,0.0102
       (1997 XS2),AMO,2.666,0.518,19.37,1.285,19.53,Y,N,,,,JPL 46,0.2264,1590,0.321
       (1997 XE10),APO,1.872,0.478,6.29,0.977,24.53,Y,N,,,,JPL 20,0.3848,936,0.0154
       (1997 YM9),APO,1.096,0.104,7.84,0.982,24.36,Y,N,,,,JPL 19,0.859,419,0.0317
       (1997 YR10),AMO,1.716,0.3326,36.7,1.145,20.34,Y,N,,,,JPL 13,0.4383,821,0.166
       (1998 BY7),APO,2.02,0.6088,3.28,0.79,21.47,Y,Y,,,,JPL 49,0.3434,1050,0.0232
       (1998 BT13),APO,2.453,0.5992,1.42,0.983,26.5,Y,N,,,,JPL 14,0.2566,1400,0.00144
       (1998 BR26),APO,1.642,0.4897,12.23,0.838,26,Y,N,,,,JPL 14,0.4684,769,0.0166
       (1998 DX11),APO,2.493,0.6046,6.52,0.986,27,Y,N,,,,JPL 14,0.2504,1440,0.011
       (1998 DV20),APO,1.985,0.6083,19.69,0.777,20.3,Y,N,,,,JPL 13,0.3525,1020,0.0701
       (1998 DK36),IEO,0.6923,0.416,2.02,0.404,25.01,Y,N,,,,JPL 13,1.711,210,0.00844
       (1998 EE3),APO,2.328,0.6098,6.45,0.908,27.2,Y,N,,,,JPL 14,0.2775,1300,0.0102
       (1998 EP4),APO,1.56,0.4411,7.19,0.872,21.5,Y,N,,,,JPL 14,0.5058,712,0.0631
       (1998 FL5),APO,1.545,0.3647,14.53,0.981,21.48,Y,N,,,,JPL 24,0.5132,701,0.106
       (1998 FM9),AMO,2.288,0.4431,10.35,1.274,19.7,Y,N,,,,JPL 18,0.2848,1260,0.294
       (1998 FG12),APO,2.24,0.5811,8.66,0.939,21,Y,N,,,,JPL 12,0.2939,1220,0.108
       (1998 GC1),AMO,1.441,0.2923,18.73,1.02,21.27,Y,N,,,,JPL 18,0.5697,632,0.136
       (1998 GL10),AMO,3.169,0.6688,8.69,1.05,19.09,Y,N,,,,JPL 64,0.1747,2060,0.153
       (1998 HH1),AMO,2.156,0.5107,16.02,1.055,23.2,Y,N,,,,JPL 13,0.3114,1160,0.054
       (1998 HM1),APO,1.406,0.3583,3.23,0.902,24.42,Y,N,,,,JPL 12,0.5914,609,0.0159
       (1998 HT31),APO,2.511,0.6928,6.79,0.771,20.8,Y,Y,,,,JPL 14,0.2477,1450,0.0312
       (1998 HH49),APO,1.558,0.5037,8.43,0.773,21.38,Y,Y,,,,JPL 39,0.5069,710,0.00241
       (1998 HP126),ATE,0.794,0.4723,0.74,0.419,25.77,Y,,,,,E2021-PC0,1.393,258,
       (1998 KH),APO,1.651,0.7137,26.24,0.473,19.16,Y,N,,,,JPL 22,0.4648,775,0.0681
       (1998 KD3),APO,2.043,0.5097,29.46,1.001,20.6,Y,N,,,,JPL 12,0.3376,1070,0.0526
       (1998 KF3),AMO,2.129,0.4179,27.13,1.24,19.14,Y,N,,,,JPL 14,0.3172,1130,0.264
       (1998 KO3),APO,2.663,0.7758,54.82,0.597,19.5,Y,N,,,,JPL 12,0.2269,1590,0.0799
       (1998 KJ17),AMO,1.989,0.4822,9.13,1.03,23.5,Y,N,,,,JPL 12,0.3514,1020,0.0257
       (1998 LE),APO,1.513,0.6981,9.15,0.457,20.43,Y,N,,,,JPL 26,0.5297,680,0.0632
       (1998 MS2),AMO,1.733,0.4021,19.24,1.036,20.4,Y,N,,,,JPL 17,0.4321,833,0.0825
       (1998 MV5),APO,1.205,0.185,21.18,0.982,24,Y,N,,,,JPL 12,0.7453,483,0.0151
       (1998 OP4),AMO,2.253,0.5351,13.31,1.047,24,Y,N,,,,JPL 12,0.2915,1240,0.0391
       (1998 QQ),APO,1.243,0.6845,37.17,0.392,18.55,Y,N,,,,JPL 47,0.7109,506,0.174
       (1998 QH1),AMO,2.534,0.5562,12.3,1.125,20.7,Y,N,,,,JPL 13,0.2444,1470,0.159
       (1998 QV3),AMO,2.316,0.5105,14.22,1.134,20.67,Y,N,,,,JPL 12,0.2796,1290,0.163
       (1998 QH28),AMO,2.863,0.5906,13.57,1.172,22.9,Y,N,,,,JPL 12,0.2034,1770,0.193
       (1998 QK28),APO,2.335,0.5785,7.87,0.984,19.54,Y,Y,,,,JPL 85,0.2762,1300,0.00977
       (1998 QA62),APO,2.042,0.7415,24.84,0.528,19.29,Y,Y,,,,JPL 44,0.3379,1070,0.0168
       (1998 QA105),AMO,2.703,0.5315,8.3,1.267,21.5,Y,N,,,,JPL 13,0.2217,1620,0.283
       (1998 SG2),AMO,2.248,0.4583,2.51,1.218,19.3,Y,N,,,,JPL 25,0.2925,1230,0.219
       (1998 SS4),AMO,2.275,0.511,9.6,1.113,21.8,Y,N,,,,JPL 12,0.2872,1250,0.109
       (1998 SU4),APO,1.148,0.5806,23.15,0.481,21.42,Y,Y,,,,JPL 27,0.8014,449,0.0199
       (1998 SD9),ATE,0.7025,0.5044,2.99,0.348,24.09,Y,N,,,,JPL 29,1.674,215,0.00873
       (1998 SY14),APO,2.837,0.6697,3.47,0.937,20.68,Y,Y,,,,JPL 30,0.2063,1750,0.00864
       (1998 SZ14),AMO,2.401,0.4829,5.62,1.242,19.1,Y,N,,,,JPL 20,0.2649,1360,0.26
       (1998 SE35),AMO,2.999,0.6003,14.07,1.199,19.3,Y,N,,,,JPL 21,0.1898,1900,0.255
       (1998 TT3),AMO,2.324,0.5031,21.6,1.155,18.94,Y,N,,,,JPL 20,0.2782,1290,0.254
       (1998 UR),AMO,1.652,0.3793,17.39,1.025,22.7,Y,N,,,,JPL 15,0.4644,775,0.105
       (1998 UM1),AMO,1.699,0.4009,4.86,1.018,23.4,Y,N,,,,JPL 16,0.4449,809,0.0156
       (1998 US18),APO,2.606,0.6766,9.66,0.843,20.9,Y,Y,,,,JPL 16,0.2343,1540,0.0331
       (1998 UY24),APO,1.366,0.3224,16.94,0.926,21.6,Y,N,,,,JPL 12,0.6173,583,0.128
       (1998 VP),AMO,1.973,0.4816,45.07,1.023,19.08,Y,N,,,,JPL 29,0.3556,1010,0.313
       (1998 VS),APO,1.4,0.2772,6.83,1.012,22.45,Y,N,,,,JPL 21,0.5952,605,0.0409
       (1998 VE31),APO,1.051,0.1902,21.95,0.851,21.09,Y,N,,,,JPL 19,0.9151,393,0.121
       (1998 VD32),APO,1.104,0.3163,1.95,0.755,22.65,Y,N,,,,JPL 29,0.8495,424,0.0301
       (1998 WY1),AMO,1.614,0.3568,24.66,1.038,21.9,Y,N,,,,JPL 12,0.4806,749,0.0684
       (1998 WA2),AMO,2.688,0.5888,22.4,1.105,19.8,Y,N,,,,JPL 44,0.2236,1610,0.232
       (1998 WL4),APO,1.766,0.7331,23.75,0.471,19.49,Y,N,,,,JPL 27,0.42,857,0.217
       (1998 WR5),AMO,2.574,0.5138,28.34,1.251,18.76,Y,N,,,,JPL 17,0.2387,1510,0.421
       (1998 XD12),APO,1.399,0.6239,13.53,0.526,20.96,Y,Y,,,,JPL 12,0.5957,604,0.0322
       (1998 XN17),ATE,0.9829,0.2105,7.24,0.776,22.8,Y,N,,,,JPL 14,1.011,356,0.0559
       (1999 AF4),AMO,2.85,0.6078,12.67,1.118,18.48,Y,N,,,,JPL 77,0.2048,1760,0.153
       (1999 AM10),APO,1.801,0.5134,6.8,0.876,21,Y,N,,,,JPL 12,0.4079,883,0.0615
       (1999 AO10),ATE,0.9121,0.1108,2.62,0.811,23.9,Y,N,,,,JPL 17,1.131,318,0.022
       (1999 BO),AMO,2.121,0.4487,19.7,1.169,19.1,Y,N,,,,JPL 12,0.3191,1130,0.262
       (1999 BL33),AMO,2.696,0.534,10.03,1.256,21.9,Y,N,,,,JPL 12,0.2227,1620,0.272
       (1999 CQ2),APO,1.503,0.381,3.7,0.93,27.3,Y,N,,,,JPL 12,0.5348,673,0.00519
       (1999 CG9),APO,1.062,0.0635,5.16,0.994,25.2,Y,N,,,,JPL 13,0.9007,400,0.0251
       (1999 DB2),AMO,3.017,0.6173,11.06,1.155,19,Y,N,,,,JPL 31,0.188,1910,0.25
       (1999 DY2),AMO,2.038,0.4655,7.64,1.089,21.9,Y,N,,,,JPL 13,0.3388,1060,0.106
       (1999 DJ3),AMO,1.678,0.3243,29.43,1.134,20.77,Y,N,,,,JPL 14,0.4536,794,0.274
       (1999 EO3),AMO,2.679,0.606,23.85,1.056,19.09,Y,N,,,,JPL 53,0.2248,1600,0.207
       (1999 EF5),AMO,2.228,0.4274,31.06,1.276,19.68,Y,N,,,,JPL 21,0.2963,1210,0.28
       (1999 FR5),APO,1.853,0.4785,3.86,0.966,23.4,Y,N,,,,JPL 12,0.3908,921,0.00851
       (1999 FQ10),APO,1.913,0.4808,1.07,0.993,23.2,Y,N,,,,JPL 12,0.3725,966,0.00933
       (1999 FN19),APO,1.647,0.3918,2.26,1.002,22.5,Y,N,,,,JPL 82,0.4661,772,0.0168
       (1999 FP19),APO,1.943,0.5191,15.07,0.935,20.26,Y,N,,,,JPL 18,0.3638,990,0.162
       (1999 FR19),APO,1.544,0.4766,20.81,0.808,22.45,Y,Y,,,,JPL 12,0.5137,701,0.0359
       (1999 GL4),APO,2.12,0.6025,7.26,0.843,19.88,Y,Y,,,,JPL 22,0.3193,1130,0.0271
       (1999 GR6),APO,1.342,0.7611,29.18,0.321,20.09,Y,N,,,,JPL 23,0.6336,568,0.173
       (1999 HC1),APO,2.039,0.5074,1.29,1.005,24.5,Y,N,,,,JPL 12,0.3384,1060,0.00855
       (1999 HX1),AMO,2.571,0.5599,8.29,1.132,19.9,Y,N,,,,JPL 13,0.239,1510,0.187
       (1999 JZ10),APO,1.306,0.4731,25.92,0.688,22.22,Y,Y,,,,JPL 12,0.6602,545,0.0373
       (1999 KL1),APO,1.72,0.4288,9.67,0.983,21.5,Y,N,,,,JPL 12,0.4368,824,0.0839
       (1999 LJ1),AMO,1.621,0.3087,4.56,1.12,22.2,Y,N,,,,JPL 12,0.4777,754,0.111
       (1999 LT1),AMO,2.997,0.642,43.09,1.073,17.83,Y,N,,,,JPL 25,0.19,1890,0.0886
       (1999 LW1),APO,1.438,0.6821,6.67,0.457,20.52,Y,N,,,,JPL 20,0.5715,630,0.0997
       (1999 LX1),APO,1.165,0.7268,19.81,0.318,21.12,Y,Y,,,,JPL 17,0.7843,459,0.0242
       (1999 LD6),APO,1.814,0.4887,11.3,0.928,22.1,Y,N,,,,JPL 12,0.4033,893,0.0829
       (1999 LE6),AMO,1.643,0.3303,27.14,1.1,20.7,Y,N,,,,JPL 14,0.468,769,0.0862
       (1999 LV7),AMO,2.206,0.4709,30.54,1.168,19.2,Y,N,,,,JPL 44,0.3007,1200,0.174
       (1999 LD30),AMO,2.862,0.6224,8.42,1.081,20.49,Y,N,,,,JPL 16,0.2036,1770,0.0826
       (1999 OQ3),AMO,1.897,0.4241,9.16,1.092,20.2,Y,N,,,,JPL 20,0.3774,954,0.0855
       (1999 PS3),AMO,2.042,0.488,3.59,1.045,21.7,Y,N,,,,JPL 12,0.3378,1070,0.0717
       (1999 RU2),AMO,2.805,0.5609,5.45,1.232,20.48,Y,N,,,,JPL 13,0.2098,1720,0.237
       (1999 RN28),AMO,2.168,0.4544,8.77,1.183,21.1,Y,N,,,,JPL 25,0.3087,1170,0.178
       (1999 RP28),AMO,1.475,0.24,9.23,1.121,22.5,Y,N,,,,JPL 14,0.55,655,0.132
       (1999 RQ28),AMO,1.909,0.4242,3.56,1.099,20.7,Y,N,,,,JPL 18,0.3738,963,0.123
       (1999 RZ31),AMO,2.585,0.6015,2.97,1.03,23.8,Y,N,,,,JPL 12,0.2372,1520,0.0218
       (1999 RA32),APO,1.026,0.0902,10.52,0.933,21.41,Y,N,,,,JPL 36,0.9488,379,0.0561
       (1999 RB32),AMO,2.43,0.5707,3.81,1.043,20.2,Y,N,,,,JPL 61,0.2601,1380,0.0585
       (1999 RJ33),AMO,1.254,0.1888,18.52,1.017,22.5,Y,N,,,,JPL 12,0.7019,513,0.0267
       (1999 RK33),APO,2.473,0.5897,2.96,1.015,22.4,Y,N,,,,JPL 13,0.2534,1420,0.0386
       (1999 RO36),AMO,2.384,0.4859,3.3,1.226,20.7,Y,N,,,,JPL 14,0.2677,1340,0.224
       (1999 SE10),AMO,3.222,0.6193,6.89,1.226,20.28,Y,N,,,,JPL 17,0.1704,2110,0.233
       (1999 SF10),APO,1.278,0.253,1.21,0.955,24.3,Y,N,,,,JPL 19,0.682,528,0.00382
       (1999 SG10),APO,1.454,0.6133,23.56,0.562,20.76,Y,Y,,,,JPL 38,0.5622,640,0.0291
       (1999 SH10),APO,1.099,0.1309,9.59,0.955,22.75,Y,N,,,,JPL 28,0.8558,421,0.00924
       (1999 SJ10),APO,2.137,0.7098,6.87,0.62,19.72,Y,N,,,,JPL 48,0.3155,1140,0.0673
       (1999 TY2),APO,2.27,0.6082,22.96,0.889,23.3,Y,N,,,,JPL 13,0.2882,1250,0.0257
       (1999 TA5),AMO,2.394,0.4916,4.22,1.217,20.6,Y,N,,,,JPL 12,0.2661,1350,0.234
       (1999 TD5),AMO,2.463,0.5321,4.16,1.152,19.58,Y,N,,,,JPL 18,0.255,1410,0.174
       (1999 TE5),AMO,2.24,0.4838,6.6,1.156,20.5,Y,N,,,,JPL 13,0.294,1220,0.155
       (1999 TJ10),AMO,1.68,0.3655,19.41,1.066,20.96,Y,N,,,,JPL 2,0.4526,795,0.22
       (1999 TM12),APO,1.594,0.4654,28.68,0.852,21.6,Y,N,,,,JPL 12,0.4898,735,0.0664
       (1999 TM13),AMO,2.496,0.5701,2.96,1.073,23.7,Y,N,,,,JPL 13,0.2499,1440,0.076
       (1999 TN13),APO,2.032,0.5263,9.49,0.963,23.6,Y,N,,,,JPL 24,0.3403,1060,0.0249
       (1999 TO13),APO,1.583,0.4359,20.25,0.893,21.85,Y,Y,,,,JPL 24,0.4947,728,0.0307
       (1999 TT16),APO,2.157,0.6631,1.99,0.727,19.94,Y,Y,,,,JPL 49,0.3112,1160,0.0226
       (1999 TU16),AMO,2.57,0.5048,18.81,1.273,22.1,Y,N,,,,JPL 12,0.2392,1500,0.276
       (1999 TV16),APO,1.578,0.4099,1.1,0.931,23.4,Y,N,,,,JPL 12,0.4971,724,0.0141
       (1999 TW16),APO,1.424,0.7347,34.69,0.378,19.51,Y,N,,,,JPL 37,0.58,621,0.153
       (1999 UQ),AMO,1.094,0.0156,24.82,1.077,21.87,Y,N,,,,JPL 33,0.8612,418,0.0739
       (1999 UR),APO,1.899,0.504,3.59,0.942,21.5,Y,Y,,,,JPL 17,0.3767,956,0.014
       (1999 UZ5),APO,2.59,0.7946,10.36,0.532,21.88,Y,N,,,,JPL 13,0.2365,1520,0.0672
       (1999 VT),AMO,2.003,0.486,14.37,1.029,19.83,Y,N,,,,JPL 27,0.3478,1040,0.151
       (1999 VR6),APO,2.185,0.7612,8.62,0.522,20.8,Y,N,,,,JPL 28,0.3051,1180,0.0507
       (1999 VN11),AMO,2.442,0.5463,31.06,1.108,20.57,Y,N,,,,JPL 12,0.2583,1390,0.171
       (1999 VK12),APO,2.241,0.7758,9.51,0.502,23.67,Y,N,,,,JPL 13,0.2939,1220,0.0153
       (1999 VX15),AMO,2.994,0.6045,12.38,1.184,18.66,Y,N,,,,JPL 57,0.1902,1890,0.307
       (1999 VU25),AMO,2.023,0.4788,5.98,1.055,23.8,Y,N,,,,JPL 12,0.3424,1050,0.0678
       (1999 VV25),APO,2.23,0.5586,7.47,0.985,25.1,Y,N,,,,JPL 13,0.2959,1220,0.0199
       (1999 VW25),ATE,0.9295,0.1115,10.76,0.826,25.39,Y,N,,,,JPL 12,1.1,327,0.0434
       (1999 VX25),ATE,0.8997,0.1391,1.66,0.775,26.7,Y,N,,,,JPL 15,1.155,312,0.00607
       (1999 XS35),APO,17.8,0.9478,19.67,0.929,17.69,Y,Y,,,,JPL 19,0.01312,27400,0.00851
       (1999 XN141),APO,2.53,0.6207,7.38,0.96,22.6,Y,N,,,,JPL 12,0.2449,1470,0.0542
       (1999 YD),APO,2.464,0.5934,1.38,1.002,21.1,Y,Y,,,,JPL 27,0.2549,1410,0.0262
       (2000 AB6),APO,1.787,0.4764,3.8,0.935,22.4,Y,N,,,,JPL 19,0.4127,872,0.0155
       (2000 AG6),APO,1.017,0.1892,2.44,0.824,25.3,Y,N,,,,JPL 12,0.9613,374,0.00429
       (2000 AE205),APO,1.165,0.1376,4.46,1.004,23.32,Y,N,,,,JPL 17,0.7843,459,0.0305
       (2000 AH205),APO,1.147,0.4067,2.59,0.68,22.6,Y,N,,,,JPL 25,0.8024,449,0.0155
       (2000 BH19),AMO,2.028,0.4537,1.31,1.108,19.8,Y,N,,,,JPL 28,0.3414,1050,0.125
       (2000 BK19),APO,2.404,0.5863,14.74,0.995,22.36,Y,N,,,,JPL 25,0.2644,1360,0.0325
       (2000 BO19),APO,1.201,0.3847,16.86,0.739,24.6,Y,N,,,,JPL 12,0.7488,481,0.00438
       (2000 CL33),AMO,2.471,0.5545,8.87,1.101,18.66,Y,N,,,,JPL 16,0.2537,1420,0.163
       (2000 CM33),APO,1.323,0.2721,11.55,0.963,21.22,Y,Y,,,,JPL 36,0.6479,556,0.0443
       (2000 CN33),AMO,2.6,0.5869,17.7,1.074,19.57,Y,N,,,,JPL 28,0.2351,1530,0.0937
       (2000 CO33),APO,2.334,0.5647,18.21,1.016,21.1,Y,Y,,,,JPL 16,0.2763,1300,0.0296
       (2000 CK59),APO,1.476,0.3115,5.71,1.017,24.1,Y,N,,,,JPL 23,0.5494,655,0.0392
